Tên chung cư,Đường/Phố,Xã/Phường/Thị Trấn,Quận/Huyện,Diện tích,Mức giá,Số phòng ngủ,Số toilet
 The Western Capital, Lý Chiêu Hoàng,10, Quận 6,110.00,5.6,3.00,2
 Nam Phúc - Le Jardin,17,Tân Phú, Quận 7,110.00,5.6,3.00,2
 Mỹ Khang, Nguyễn Lương Bằng,Tân Phú, Quận 7,80.00,3.6,2.00,2
 Happy Residence, Nguyễn Lương Bằng,Tân Phú, Quận 7,96.00,7,3.00,2
Orchard Garden, Hồng Hà,9, Phú Nhuận,64.00,2.48,1.00,3
 MT Eastmark City, Trường Lưu,Long Trường, Quận 9,95.00,3.5,3.00,1
 Phú Mỹ Hưng, Nguyễn Đức Cảnh,Tân Phong, Quận 7,50.00,3.5,1.00,2
The Prince Residence, Nguyễn Văn Trỗi,12, Phú Nhuận,83.00,5.3,2.00,1
Kingston Residence, Nguyễn Văn Trỗi,8, Phú Nhuận,73.00,5.2,2.00,2
The Prince Residence, Nguyễn Văn Trỗi,12, Phú Nhuận,96.00,7.1,3.00,2
The Prince Residence, Nguyễn Văn Trỗi,11, Phú Nhuận,80.00,3.08,2.00,2
 The Krista, Nguyễn Duy Trinh,Bình Trưng Đông, Quận 2,108.00,7.5,3.00,2
The Prince Residence, Nguyễn Văn Trỗi,12, Phú Nhuận,103.00,5.2,2.00,
 Garden Court 1,,, Quận 7,74.00,5,2.00,2
Orchard Garden, Hồng Hà,9, Phú Nhuận,66.00,3,2.00,2
 Avatar Thủ Đức, Số 1,Trường Thọ, Thủ Đức,68.00,4.2,2.00,2
 Wilton Tower,,25, Bình Thạnh,69.00,2.49,2.00,2
 PARCSpring, Nguyễn Duy Trinh,Bình Trưng Đông, Quận 2,69.00,2.5,2.00,1
 PARCSpring, Nguyễn Duy Trinh,Bình Trưng Đông, Quận 2,51.00,3.3,1.00,1
 Vista Verde, Phan Văn Đáng,Thạnh Mỹ Lợi, Quận 2,45.40,1.65,1.00,1
 Belleza Apartment, Phạm Hữu Lầu,Phú Mỹ, Quận 7,103.00,6.9,2.00,1
 Feliz En Vista, Đồng Văn Cống,Thạnh Mỹ Lợi, Quận 2,77.00,4.4,2.00,2
 Palm Heights, Song Hành,An Phú, Quận 2,75.00,3.6,2.00,2
 D’Lusso, Nguyễn Thị Định,An Phú, Quận 2,88.00,6.6,2.00,2
 Sadora Apartment, Mai Chí Thọ,, Quận 2,132.00,6.4,3.00,2
PN-Techcons, Hoa Sứ,2, Phú Nhuận,121.00,8.943,3.00,2
 Diamond Centery Celadon City,,Sơn Kỳ, Tân Phú,49.00,3,1.00,3
 D’Lusso, Nguyễn Thị Định,An Phú, Quận 2,70.10,4.18,2.00,1
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,50.60,2,1.00,
 Republic Plaza, Cộng Hòa,4, Tân Bình,68.00,4,2.00,1
 D’Lusso, Nguyễn Thị Định,An Phú, Quận 2,49.00,1.78,2.00,2
 PiCity High Park, Thạnh Xuân 13,Thạnh Xuân, Quận 12,68.00,4.08,2.00,1
 D’Lusso, Nguyễn Thị Định,An Phú, Quận 2,80.00,2.8,2.00,2
Đường An Bình, An Bình,5, Quận 5,81.00,5.6,2.00,2
 One Verandah Mapletree, Bát Nàn,Thạnh Mỹ Lợi, Quận 2,86.00,4,2.00,2
 Carillon Apartment, Hoàng Hoa Thám,13, Tân Bình,123.00,9.5,3.00,2
 Riverpark Residence, Nguyễn Đức Cảnh,Tân Phong, Quận 7,88.00,8.9,2.00,2
Léman Luxury Apartments, Nguyễn Đình Chiểu,6, Quận 3,97.00,4.9,2.00,2
 Happy Residence,,Tân Phú, Quận 7,130.00,6,3.00,2
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,73.00,4.4,2.00,2
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,130.00,6,3.00,2
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,73.00,4.4,2.00,2
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,36.00,1.05,1.00,2
 Tân Mỹ, Nguyễn Lương Bằng,Tân Phú, Quận 7,88.00,13,2.00,1
 Zeit River Thủ Thiêm ,,Thủ Thiêm, Quận 2,30.00,1,2.00,2
 Thủ Thiêm Green House, Võ Chí Công,Thạnh Mỹ Lợi, Quận 2,80.00,4.2,2.00,2
 The Gold View, Bến Vân Đồn,1, Quận 4,63.00,3.2,2.00,2
 The Gold View, Bến Vân Đồn,1, Quận 4,40.00,1.9,2.00,1
Phố Nguyễn Thiện Thuật,,1, Quận 3,66.00,2.8,2.00,1
 Carillon 7, Lương Minh Nguyệt,Tân Thới Hòa, Tân Phú,76.00,4.48,2.00,1
Fiato Premier, Tô Ngọc Vân,Tam Phú, Thủ Đức,68.00,2.65,2.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,54.00,1.45,2.00,2
 Tecco Town Bình Tân, Nguyễn Cửu Phú,Tân Tạo A, Bình Tân,133.00,12,3.00,1
 Feliz En Vista, Đồng Văn Cống,Thạnh Mỹ Lợi, Quận 2,114.00,6,2.00,3
 The Ascentia, Nguyễn Lương Bằng,Tân Phú, Quận 7,93.00,6.2,3.00,2
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,69.00,2.9,2.00,2
 Jamila Khang Điền, Song Hành,Phú Hữu, Quận 9,133.00,16,3.00,1
 The River Thủ Thiêm, Nguyễn Cơ Thạch,An Khánh, Quận 2,63.00,5.444,1.00,2
 De La Sol, Tôn Thất Thuyết,1, Quận 4,50.00,2.5,1.00,1
Charmington La Pointe, Cao Thắng,12, Quận 10,110.00,4.98,3.00,1
 Scenic Valley 1, Tôn Dật Tiên,Tân Phú, Quận 7,69.00,2.9,2.00,2
 Jamila Khang Điền, Song Hành,Phú Hữu, Quận 9,133.00,16,3.00,1
 The River Thủ Thiêm, Nguyễn Cơ Thạch,An Khánh, Quận 2,63.00,5.444,1.00,2
 De La Sol, Tôn Thất Thuyết,1, Quận 4,50.00,2.5,1.00,1
Charmington La Pointe, Cao Thắng,12, Quận 10,110.00,4.98,3.00,1
 Scenic Valley 1, Tôn Dật Tiên,Tân Phú, Quận 7,138.00,7.6,3.00,2
 Riverpark Premier, Nguyễn Đức Cảnh,Tân Phong, Quận 7,120.00,4.9,3.00,2
 Cảnh Viên 1,,Tân Phú, Quận 7,110.00,5.6,3.00,2
 Nam Phúc - Le Jardin,17,Tân Phú, Quận 7,89.00,4.05,3.00,2
 Green Valley,,Tân Phú, Quận 7,135.00,5.8,3.00,2
 Happy Valley, Nguyễn Văn Linh,Tân Phong, Quận 7,110.00,4.85,3.00,2
 Scenic Valley 1, Tôn Dật Tiên,Tân Phú, Quận 7,88.00,5,2.00,2
 The Ascentia, Nguyễn Lương Bằng,Tân Phú, Quận 7,100.00,4.2,3.00,2
 Happy Valley, Nguyễn Văn Linh,Tân Phong, Quận 7,120.00,5.46,3.00,2
 Green Valley,,"Tân Phú, Quận 7",,98.00,4.58,3.00,2
 Happy Residence, Nguyễn Lương Bằng,"Tân Phú, Quận 7",,150.00,7.5,3.00,2
 Garden Plaza, Nguyễn Đức Cảnh,Tân Phong, Quận 7,101.00,3.8,3.00,2
 Saigon South Residences, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,51.00,3.4,1.00,2
 The 9 Stellars, Hoàng Hữu Nam,Long Bình, Quận 9,90.00,4.7,2.00,2
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,51.00,3.4,1.00,2
 The 9 Stellars, Hoàng Hữu Nam,Long Bình, Quận 9,90.00,4.7,2.00,2
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,66.00,2.3,2.00,2
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,147.00,6.8,3.00,1
 Riverside Residence, Nguyễn Lương Bằng,Tân Phú, Quận 7,70.00,2.55,2.00,2
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,118.00,4.2,3.00,1
 Green View, Nguyễn Lương Bằng,Tân Phú, Quận 7,140.00,5.68,4.00,2
 Phú Mỹ Hưng,,Tân Phong, Quận 7,170.00,6,4.00,3
 Phú Mỹ Hưng,,Tân Phong, Quận 7,120.00,6.3,3.00,3
 Riviera Point, Nguyễn Văn Tưởng,Tân Phú, Quận 7,60.00,9,1.00,2
 Zeit River Thủ Thiêm ,,Thủ Thiêm, Quận 2,300.00,14,4.00,1
 City Gate Towers 2, Võ Văn Kiệt,16, Quận 8,121.00,2.78,3.00,2
 New Saigon Hoàng Anh 3, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,93.00,6,3.00,3
 Xi Grand Court,,14, Quận 10,129.00,2.75,3.00,2
 Phú Hoàng Anh, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,129.00,2.8,3.00,3
 Phú Hoàng Anh, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,70.00,3.08,2.00,3
 Sunrise Riverside, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,48.00,1.78,2.00,2
The Western Capital, Lý Chiêu Hoàng,10, Quận 6,115.00,10.9,3.00,1
 One Verandah Mapletree, Bát Nàn,Thạnh Mỹ Lợi, Quận 2,115.00,10.9,3.00,2
 One Verandah Mapletree, Bát Nàn,Thạnh Mỹ Lợi, Quận 2,48.00,1.78,2.00,2
The Western Capital, Lý Chiêu Hoàng,10, Quận 6,115.00,10.9,3.00,1
 One Verandah Mapletree, Bát Nàn,Thạnh Mỹ Lợi, Quận 2,85.00,1.75,2.00,2
 The Era Town, 15B,Phú Mỹ, Quận 7,85.00,9.26,2.00,3
 The Horizon Phú Mỹ Hưng, Trần Văn Trà,Tân Phú, Quận 7,72.00,4,2.00,2
 Khu phức hợp 152 Điện Biên Phủ, Điện Biên Phủ,25, Bình Thạnh,107.00,8.6,3.00,2
 The Antonia, Nguyễn Lương Bằng,Tân Phú, Quận 7,87.00,6.5,2.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,71.00,2.7,2.00,2
 Carillon 7, Lương Minh Nguyệt,Tân Thới Hòa, Tân Phú,80.00,6,2.00,2
 The Peak,,"Tân Phú, Quận 7",,80.00,6.3,2.00,2
 The Peak,,Tân Phú, Quận 7,194.00,15.2,5.00,2
 The Antonia, Nguyễn Lương Bằng,Tân Phú, Quận 7,75.00,4.8,2.00,4
Masteri Millennium, Bến Vân Đồn,6, Quận 4,80.00,3.3,2.00,2
 Riva Park, Nguyễn Tất Thành,18, Quận 4,82.00,6,2.00,2
 The Antonia, Nguyễn Lương Bằng,Tân Phú, Quận 7,84.00,4.1,2.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,82.00,3.8,2.00,2
The Gold View, Bến Vân Đồn,1, Quận 4,86.00,6.5,2.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,71.00,3.2,2.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,76.00,3.2,2.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,76.00,3.2,2.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,50.00,1.85,2.00,2
 The Western Capital, Lý Chiêu Hoàng,10, Quận 6,129.00,2.85,3.00,1
 Phú Hoàng Anh, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,70.00,2.95,2.00,3
 Sunrise Riverside, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,94.00,3.67,3.00,4
 Sunrise Riverside, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,65.00,3.6,2.00,2
 The Gold View, Bến Vân Đồn,1, Quận 4,77.00,3.8,2.00,1
 The Gold View, Bến Vân Đồn,1, Quận 4,86.00,3.6,2.00,2
 Him Lam Chợ Lớn, Hậu Giang,, Quận 6,64.00,1.77,2.00,2
 EHome 3, Hồ Học Lãm,An Lạc, Bình Tân,72.00,2.65,2.00,2
Diamond Riverside, Võ Văn Kiệt,16, Quận 8,133.00,21,3.00,2
 The River Thủ Thiêm, Nguyễn Cơ Thạch,An Khánh, Quận 2,80.00,3.6,2.00,
 Akari City Nam Long, Võ Văn Kiệt,An Lạc, Bình Tân,88.00,3.25,3.00,2
 Sky Garden I, Phạm Văn Nghị,Tân Phong, Quận 7,97.00,2,3.00,2
 The Era Town, Phạm Hữu Lầu,Phú Mỹ, Quận 7,127.00,3.1,3.00,2
 Belleza Apartment, Phạm Hữu Lầu,Phú Mỹ, Quận 7,71.00,1.53,2.00,2
 Saigon Asiana, Nguyễn Văn Luông,12, Quận 6,86.00,1.56,2.00,2
Tản Đà Court, Tản Đà,11, Quận 5,99.00,4.35,2.00,2
Riviera Point, Nguyễn Văn Tưởng,Tân Phú, Quận 7,140.00,7.2,3.00,2
 The Vista An Phú, Xa Lộ Hà Nội,An Phú, Quận 2,100.80,7.45,3.00,
 Cardinal Court,,Tân Phú, Quận 7,76.00,3.2,2.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,76.00,3.2,2.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,134.00,6.7,2.00,2
 Tropic Garden,66,Thảo Điền, Quận 2,235.00,36.9,4.00,
 D'Edge Thảo Điền, Nguyễn Văn Hưởng,Thảo Điền, Quận 2,182.00,23.5,4.00,
 D'Edge Thảo Điền, Nguyễn Văn Hưởng,"Thảo Điền, Quận 2",,145.00,18,3.00,
 D'Edge Thảo Điền, Nguyễn Văn Hưởng,Thảo Điền, Quận 2,85.00,4.446,2.00,3
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,135.00,6.6,3.00,2
 The Vista An Phú, Xa Lộ Hà Nội,"An Phú, Quận 2",,70.10,3.7,2.00,
 Opal Garden,20,Hiệp Bình Chánh, Thủ Đức,85.00,4.1,2.00,2
Golden King, Nguyễn Lương Bằng,Tân Phú, Quận 7,26.00,1.27,1.00,1
 Central Premium,,5, Quận 8,81.00,3.19,2.00,1
 Him Lam Riverside, D1,Tân Hưng, Quận 7,70.00,3.15,2.00,2
 Glory Heights - Vinhomes Grand Park, Nguyễn Xiển,Long Bình, Quận 9,99.00,4.25,2.00,1
 Riviera Point, Huỳnh Tấn Phát,Tân Phú, Quận 7,99.00,4.4,2.00,2
 Riviera Point, Nguyễn Văn Tưởng,Tân Phú, Quận 7,50.00,1.49,2.00,2
 Hà Đô Riverside, Lê Thị Riêng,Thới An, Quận 12,148.00,7.5,3.00,1
 The View Riviera Point, Huỳnh Tấn Phát,Tân Phú, Quận 7,148.00,6.29,3.00,3
 Riviera Point, Huỳnh Tấn Phát,"Tân Phú, Quận 7",,148.00,6.29,3.00,3
 Riviera Point, Huỳnh Tấn Phát,"Tân Phú, Quận 7",,99.00,4,2.00,3
 Riviera Point, Huỳnh Tấn Phát,Tân Phú, Quận 7,99.00,4.8,2.00,2
 Riviera Point, Nguyễn Văn Tưởng,Tân Phú, Quận 7,75.00,6,2.00,2
 Phú Mỹ Hưng, Nguyễn Lương Bằng,Tân Phong, Quận 7,92.00,4.7,2.00,2
 The View Riviera Point, Huỳnh Tấn Phát,Tân Phú, Quận 7,75.00,1.65,2.00,2
 Skyway Residence, Nguyễn Văn Linh, Phong Phú, Bình Chánh,77.00,5.5,2.00,2
 The Ascentia, Nguyễn Lương Bằng,Tân Phú, Quận 7,44.00,1.8,1.00,2
 Centana Thủ Thiêm, Mai Chí Thọ,An Phú, Quận 2,65.00,1.9,2.00,1
 Topaz Garden, Trịnh Đình Thảo,Hòa Thạnh, Tân Phú,64.00,3.3,2.00,2
 Saigon Asiana, Nguyễn Văn Luông,12, Quận 6,140.00,9.2,3.00,2
 The Vista An Phú, Xa Lộ Hà Nội,An Phú, Quận 2,37.00,2.7,1.00,3
 The Everrich Infinity, An Dương Vương,4, Quận 5,49.00,3.3,1.00,1
 The Everrich Infinity, An Dương Vương,4, Quận 5,90.00,3.45,2.00,1
 River Panorama, Hoàng Quốc Việt,Phú Thuận, Quận 7,76.00,2.79,2.00,1
 Bàu Cát II, Ni Sư Huỳnh Liên,, Tân Bình,57.00,4,2.00,2
 Paris Hoàng Kim,,Bình Khánh, Quận 2,70.00,1.9,2.00,1
Saigonhomes, Hương lộ 2,Bình Trị Đông A, Bình Tân,53.20,2.102,2.00,2
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,60.00,3.089,2.00,1
 Akari City Nam Long, Võ Văn Kiệt,An Lạc, Bình Tân,79.00,2.53,2.00,1
 Topaz Elite, Cao Lỗ,4, Quận 8,79.00,2.53,2.00,2
 Topaz Elite, Cao Lỗ,4, Quận 8,70.00,2.35,2.00,2
Topaz Elite,,4, Quận 8,121.00,19,3.00,2
 Vinhomes Golden River Ba Son,,Bến Nghé, Quận 1,85.00,2.73,3.00,2
 Topaz Elite, Cao Lỗ,4, Quận 8,60.00,2.14,2.00,2
 Topaz Elite, Cao Lỗ,4, Quận 8,121.00,8.89,3.00,2
 The Infiniti Riviera Point, Huỳnh Tấn Phát,Tân Phú, Quận 7,54.33,3.6,1.00,3
 Avatar Thủ Đức, Số 1,Trường Thọ, Thủ Đức,58.00,2.65,2.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,58.00,3.65,2.00,1
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,61.00,3.531,2.00,1
 Akari City Nam Long, Võ Văn Kiệt,An Lạc, Bình Tân,55.00,1.85,2.00,1
 Sài Gòn Gateway, Xa Lộ Hà Nội,Hiệp Phú, Quận 9,124.00,11,3.00,1
 Midtown Phú Mỹ Hưng,,Tân Phú, Quận 7,219.00,20,4.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,78.00,3.4,2.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,93.00,9.9,2.00,2
 Empire City Thủ Thiêm, Mai Chí Thọ,Thủ Thiêm, Quận 2,51.00,2.3,1.00,2
 Moonlight Residences, Đặng Văn Bi,Bình Thọ, Thủ Đức,75.00,5.7,2.00,1
De La Sol, Tôn Thất Thuyết,1, Quận 4,128.00,5.6,3.00,2
 Green Valley, Tôn Dật Tiên,Tân Phú, Quận 7,128.00,5.6,3.00,2
 Green Valley, Tôn Dật Tiên,Tân Phú, Quận 7,68.00,2.8,2.00,2
 Lavita Charm,1,Trường Thọ, Thủ Đức,53.00,1.6,1.00,2
 Lavita Charm,1,Trường Thọ, Thủ Đức,126.00,7.85,3.00,1
 Riverpark Residence, Nguyễn Đức Cảnh,Tân Phong, Quận 7,250.00,6.55,4.00,2
 Phú Mỹ Hưng,,Tân Phong, Quận 7,135.00,5.9,3.00,3
 Happy Valley, Nguyễn Văn Linh,Tân Phong, Quận 7,100.00,4.85,3.00,2
 Happy Valley, Nguyễn Văn Linh,Tân Phong, Quận 7,96.00,2.45,2.00,2
 Hoàng Anh An Tiến - Gold House, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,50.00,1.35,1.00,2
EHome 3, Hồ Học Lãm,An Lạc, Bình Tân,78.00,3.55,2.00,1
 Happy Residence,,Tân Phú, Quận 7,54.00,2.25,2.00,2
 River Panorama, Hoàng Quốc Việt,Phú Thuận, Quận 7,93.00,2.3,2.00,2
 Ngọc Phương Nam, Âu Dương Lân,2, Quận 8,56.00,2.35,2.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,75.00,1.9,3.00,1
Phú Mỹ Thuận, Huỳnh Tấn Phát, Phú Xuân, Nhà Bè,33.00,1.48,2.00,2
 M-One Nam Sài Gòn, Bế Văn Cấm,Tân Kiểng, Quận 7,64.00,1.32,2.00,1
 Happy City, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,139.00,8,3.00,1
 Garden Court 1, Tôn Dật Tiên,Tân Phong, Quận 7,121.00,7,3.00,2
 The Panorama, Tôn Dật Tiên,Tân Phong, Quận 7,138.00,13.5,4.00,2
HaDo Centrosa Garden, 3/2,12, Quận 10,138.00,13.5,4.00,2
HaDo Centrosa Garden, 3/2,12, Quận 10,107.00,9,2.00,2
HaDo Centrosa Garden, 3/2,12, Quận 10,87.00,7,2.00,2
HaDo Centrosa Garden, 3/2,12, Quận 10,53.00,4.7,1.00,2
HaDo Centrosa Garden, 3/2,12, Quận 10,89.00,4.5,2.00,1
 Green Valley, Tôn Dật Tiên,Tân Phú, Quận 7,118.00,6.1,3.00,2
 Green Valley, Tôn Dật Tiên,Tân Phú, Quận 7,50.00,1.96,1.00,2
 Chung cư Khuông Việt, Khuông Việt,Phú Trung, Tân Phú,123.00,7.4,3.00,1
 Saigon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,90.00,5.8,2.00,2
 Saigon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,76.00,2.3,2.00,2
 Sacomreal-584, Lũy Bán Bích,Phú Thọ Hòa, Tân Phú,53.00,2.8,1.00,2
Central Premium,,5, Quận 8,117.00,6.684,3.00,1
 Celesta Heights, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,63.00,1.68,2.00,2
Đường Số 5, Số 5,Bình Hưng Hòa, Bình Tân,36.00,1.89,1.00,2
 Golden Mansion, Phổ Quang,9, Quận Phú Nhuận,51.00,3.5,1.00,1
 The 9 Stellars, Hoàng Hữu Nam,Long Bình, Quận 9,51.00,3.43,1.00,1
 The 9 Stellars, Hoàng Hữu Nam,Long Bình, Quận 9,51.00,2.95,1.00,1
 The 9 Stellars, Hoàng Hữu Nam,Long Bình, Quận 9,75.00,4.1,2.00,1
 HaDo Centrosa Garden, 3/2,12, Quận 10,65.00,2.8,2.00,
Sky 89, Hoàng Quốc Việt,Phú Thuận, Quận 7,97.00,8,3.00,2
 Paris Hoàng Kim,,Bình Khánh, Quận 2,50.00,1.35,1.00,3
 EHome 3, Hồ Học Lãm,An Lạc, Bình Tân,67.00,2.1,2.00,1
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,53.00,1.95,1.00,2
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,66.66,2.453,2.00,1
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,118.00,4,3.00,2
 Green View, Nguyễn Lương Bằng,Tân Phú, Quận 7,72.00,2.3,2.00,2
 Tân Thịnh Lợi,,13, Quận 6,76.00,3.85,2.00,2
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,71.00,3.4,2.00,
 Scenic Valley 1, Tôn Dật Tiên,Tân Phú, Quận 7,50.00,2.05,1.00,2
 Lexington Residence, Mai Chí Thọ,An Phú, Quận 2,65.00,2.5,2.00,
 RichStar, Hòa Bình,Hiệp Tân, Tân Phú,38.00,1.95,1.00,2
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,101.00,5.25,2.00,1
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,101.00,5.7,3.00,2
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,38.00,1.9,1.00,2
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,89.00,4.9,3.00,1
The Sun Avenue, Mai Chí Thọ,An Phú, Quận 2,135.00,7.2,3.00,2
Saigon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,53.00,4.3,1.00,2
 Vinhomes Central Park,,22, Quận Bình Thạnh,115.00,2.8,3.00,1
 Chung cư Phúc Yên, Phan Huy Ích,15, Tân Bình,55.00,3.8,1.00,2
 One Verandah Mapletree, Bát Nàn,Thạnh Mỹ Lợi, Quận 2,115.00,2.8,3.00,1
 Chung cư Phúc Yên, Phan Huy Ích,15, Tân Bình,55.00,3.8,1.00,2
 One Verandah Mapletree, Bát Nàn,Thạnh Mỹ Lợi, Quận 2,87.00,4.5,2.00,1
 Tropic Garden,66,Thảo Điền, Quận 2,81.00,2.4,3.00,2
 Hoàng Kim Thế Gia, Trương Phước Phan,"Bình Trị Đông, Bình Tân",,108.00,14,3.00,2
Zenity, Võ Văn Kiệt,Cầu Kho, Quận 1,69.00,3.9,2.00,2
 M-One Gia Định, Nguyễn Bỉnh Khiêm,1, Gò Vấp,157.00,26,4.00,2
 Vinhomes Golden River Ba Son,,Bến Nghé, Quận 1,82.40,2.8,3.00,3
 Hoàng Kim Thế Gia, Trương Phước Phan,Bình Trị Đông, Bình Tân,94.00,3.7,3.00,2
 M-One Nam Sài Gòn, Bế Văn Cấm,Tân Kiểng, Quận 7,58.00,4.2,1.00,2
 Feliz En Vista, Đồng Văn Cống,Thạnh Mỹ Lợi, Quận 2,62.00,2.1,2.00,1
 Hoàng Kim Thế Gia, Trương Phước Phan,Bình Trị Đông, Bình Tân,75.00,2.6,2.00,2
Carillon 5, Lũy Bán Bích,Hòa Thạnh, Tân Phú,75.00,5.1,2.00,2
 Garden Gate, Hoàng Minh Giám,9, Phú Nhuận,129.00,17.3,3.00,
 The Marq, Nguyễn Đình Chiểu,Đa Kao, Quận 1,106.00,9.11,3.00,2
 Sunwah Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,89.00,5.3,2.00,2
 Saigon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,86.00,4.6,2.00,2
 Saigon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,68.00,11.8,2.00,2
 The Grand Manhattan, Cô Giang,Cô Giang, Quận 1,84.00,6.2,2.00,2
 Midtown Phú Mỹ Hưng,,Tân Phú, Quận 7,122.00,12.4,3.00,2
 Estella Heights, Song Hành,An Phú, Quận 2,122.00,12.4,3.00,3
 Estella Heights, Song Hành,An Phú, Quận 2,92.00,6.5,3.00,3
 River Gate, Bến Vân Đồn,6, Quận 4,80.00,6.5,2.00,2
 Midtown Phú Mỹ Hưng,,Tân Phú, Quận 7,122.00,13,3.00,2
 Q2 Thảo Điền,,, Quận 2,96.00,3.6,3.00,2
 Lavida Plus, Nguyễn Văn Linh,Tân Phong, Quận 7,85.00,6.5,2.00,2
 Feliz En Vista, Đồng Văn Cống,Thạnh Mỹ Lợi, Quận 2,100.00,11,3.00,2
 Q2 Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,47.00,1.799,1.00,2
 Vinhomes Grand Park,,Long Thạnh Mỹ, Quận 9,31.00,1.29,1.00,1
 Vinhomes Grand Park,,Long Thạnh Mỹ, Quận 9,56.00,1.68,2.00,1
 Căn hộ Ricca Quận 9, Gò Cát,Phú Hữu, Quận 9,100.00,5.45,3.00,1
 Happy Valley, Nguyễn Văn Linh,Tân Phong, Quận 7,85.00,6.8,2.00,2
 Feliz En Vista, Đồng Văn Cống,Thạnh Mỹ Lợi, Quận 2,66.00,1.75,2.00,2
Đường Số 5, Số 5,Bình Hưng Hòa, Bình Tân,72.00,5.7,2.00,2
 Q2 Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,245.58,15,4.00,2
 Tropic Garden,66,Thảo Điền, Quận 2,69.00,1.68,2.00,4
Đường Số 5, Số 5,Bình Hưng Hòa, Bình Tân,204.00,30,4.00,2
 Vista Verde, Phan Văn Đáng,Thạnh Mỹ Lợi, Quận 2,53.00,1.9,1.00,3
 Moonlight Boulevard, Kinh Dương Vương,An Lạc A, Bình Tân,77.00,9.5,2.00,1
 Zenity, Võ Văn Kiệt,Cầu Kho, Quận 1,69.00,2.5,2.00,
 PARCSpring, Nguyễn Duy Trinh,Bình Trưng Đông, Quận 2,122.00,12.4,3.00,1
 Estella Heights, Song Hành,An Phú, Quận 2,69.00,2.5,2.00,3
 PARCSpring, Nguyễn Duy Trinh,Bình Trưng Đông, Quận 2,63.00,1.79,2.00,1
Đường Số 5, Số 5,Bình Hưng Hòa, Bình Tân,63.00,1.85,2.00,1
